 1 Centrale kraftværker DK1
 2 Centrale kraftværker DK2
 3 Decentrale kraftværker DK1
 4 Decentrale kraftværker DK2
 5 Vindmøller DK1
 6 Vindmøller DK2
 7 Udveksling Jylland-Norge
 8 Udveksling Jylland-Sverige
 9 Udveksling Jylland-Tyskland
10 Udveksling Sjælland-Sverige
11 Udveksling Sjælland-Tyskland
12 Udveksling Bornholm-Sverige
13 Udveksling Fyn-Sjaelland
14 Temperatur i Malling
15 Vindhastighed i Malling
16 CO2 udledning
17 Havmøller DK
18 Landmøller DK
19 Solceller DK1
20 Solceller DK2
 
Dato og tid      ;      1 ;      2 ;      3 ;      4 ;      5 ;      6 ;      7 ;      8 ;      9 ;     10 ;     11 ;     12 ;     13 ;     14 ;     15 ;     16 ;     17 ;     18 ;     19 ;     20 ;
2014-07-20 00:00 ;    502 ;    143 ;    166 ;    115 ;   1008 ;    166 ;    678 ;     -1 ;   -458 ;    187 ;    209 ;     11 ;   -334 ;     18 ;      5 ;    203 ;    529 ;    646 ;      0 ;      0 ;
2014-07-20 00:05 ;    436 ;    150 ;    170 ;    119 ;    993 ;    160 ;    591 ;   -152 ;    -78 ;    -45 ;    349 ;     10 ;   -414 ;     18 ;      4 ;    226 ;    522 ;    631 ;      0 ;      0 ;
2014-07-20 00:10 ;    398 ;    137 ;    158 ;    115 ;    982 ;    158 ;    437 ;   -110 ;    175 ;   -159 ;    409 ;     10 ;   -498 ;     18 ;      5 ;    251 ;    509 ;    630 ;      0 ;      0 ;
2014-07-20 00:15 ;    450 ;    127 ;    164 ;    115 ;    972 ;    152 ;    360 ;     -1 ;    173 ;   -232 ;    410 ;     10 ;   -581 ;     18 ;      4 ;    266 ;    495 ;    629 ;      0 ;      0 ;
2014-07-20 00:20 ;    470 ;    129 ;    165 ;    114 ;    976 ;    141 ;    358 ;     -1 ;    144 ;   -246 ;    408 ;      9 ;   -582 ;     18 ;      4 ;    269 ;    492 ;    625 ;      0 ;      0 ;
2014-07-20 00:25 ;    478 ;    129 ;    162 ;    111 ;    990 ;    143 ;    358 ;     -1 ;    121 ;   -233 ;    409 ;      9 ;   -582 ;     18 ;      5 ;    267 ;    504 ;    628 ;      0 ;      0 ;
2014-07-20 00:30 ;    477 ;    128 ;    162 ;    117 ;    990 ;    140 ;    358 ;     -1 ;    107 ;   -256 ;    409 ;      8 ;   -582 ;     17 ;      5 ;    266 ;    504 ;    626 ;      0 ;      0 ;
2014-07-20 00:35 ;    472 ;    130 ;    163 ;    113 ;   1003 ;    147 ;    358 ;     -1 ;    102 ;   -270 ;    409 ;      8 ;   -582 ;     18 ;      5 ;    263 ;    515 ;    635 ;      0 ;      0 ;
2014-07-20 00:40 ;    460 ;    130 ;    168 ;    117 ;    998 ;    151 ;    358 ;     -1 ;    102 ;   -275 ;    409 ;      8 ;   -582 ;     18 ;      5 ;    261 ;    514 ;    635 ;      0 ;      0 ;
2014-07-20 00:45 ;    453 ;    126 ;    162 ;    117 ;    999 ;    162 ;    358 ;     -1 ;    110 ;   -284 ;    409 ;      7 ;   -582 ;     18 ;      5 ;    258 ;    523 ;    637 ;      0 ;      0 ;
2014-07-20 00:50 ;    475 ;    128 ;    159 ;    117 ;    984 ;    163 ;    286 ;     -1 ;    170 ;   -286 ;    409 ;      7 ;   -583 ;     18 ;      5 ;    272 ;    522 ;    624 ;      0 ;      0 ;
2014-07-20 00:55 ;    513 ;    125 ;    165 ;    114 ;    984 ;    170 ;    205 ;     -1 ;    188 ;   -307 ;    409 ;      7 ;   -584 ;     18 ;      4 ;    284 ;    529 ;    626 ;      0 ;      0 ;
2014-07-20 01:00 ;    493 ;    118 ;    171 ;    114 ;    990 ;    172 ;     53 ;    -50 ;    409 ;   -314 ;    418 ;      6 ;   -586 ;     18 ;      4 ;    298 ;    530 ;    632 ;      0 ;      0 ;
2014-07-20 01:05 ;    450 ;    127 ;    169 ;    116 ;    975 ;    179 ;    -91 ;    -50 ;    607 ;   -343 ;    425 ;      6 ;   -587 ;     18 ;      4 ;    302 ;    529 ;    625 ;      0 ;      0 ;
2014-07-20 01:10 ;    437 ;    124 ;    166 ;    115 ;    956 ;    180 ;   -166 ;    -50 ;    702 ;   -341 ;    426 ;      6 ;   -589 ;     18 ;      4 ;    303 ;    529 ;    607 ;      0 ;      0 ;
2014-07-20 01:15 ;    449 ;    121 ;    165 ;    114 ;    947 ;    184 ;   -236 ;    -50 ;    765 ;   -349 ;    426 ;      6 ;   -590 ;     18 ;      3 ;    304 ;    520 ;    610 ;      0 ;      0 ;
2014-07-20 01:20 ;    446 ;    124 ;    166 ;    114 ;    939 ;    182 ;   -242 ;    -50 ;    775 ;   -362 ;    426 ;      7 ;   -590 ;     18 ;      3 ;    305 ;    516 ;    605 ;      0 ;      0 ;
2014-07-20 01:25 ;    441 ;    121 ;    164 ;    114 ;    952 ;    179 ;   -243 ;    -50 ;    766 ;   -358 ;    426 ;      7 ;   -590 ;     17 ;      3 ;    302 ;    518 ;    613 ;      0 ;      0 ;
2014-07-20 01:30 ;    444 ;    121 ;    162 ;    113 ;    963 ;    170 ;   -243 ;    -50 ;    752 ;   -347 ;    426 ;      7 ;   -589 ;     17 ;      3 ;    301 ;    518 ;    615 ;      0 ;      0 ;
2014-07-20 01:35 ;    450 ;    119 ;    163 ;    111 ;    955 ;    169 ;   -242 ;    -50 ;    751 ;   -338 ;    426 ;      6 ;   -591 ;     18 ;      3 ;    304 ;    509 ;    614 ;      0 ;      0 ;
2014-07-20 01:40 ;    458 ;    119 ;    163 ;    116 ;    950 ;    165 ;   -243 ;    -50 ;    750 ;   -345 ;    427 ;      6 ;   -590 ;     18 ;      5 ;    306 ;    499 ;    616 ;      0 ;      0 ;
2014-07-20 01:45 ;    460 ;    120 ;    161 ;    116 ;    954 ;    160 ;   -243 ;    -50 ;    742 ;   -336 ;    426 ;      6 ;   -590 ;     18 ;      5 ;    306 ;    495 ;    620 ;      0 ;      0 ;
2014-07-20 01:50 ;    460 ;    120 ;    161 ;    117 ;    963 ;    157 ;   -280 ;    -58 ;    775 ;   -336 ;    426 ;      7 ;   -590 ;     18 ;      5 ;    305 ;    484 ;    637 ;      0 ;      0 ;
2014-07-20 01:55 ;    476 ;    118 ;    162 ;    112 ;    967 ;    152 ;   -320 ;    -65 ;    808 ;   -329 ;    425 ;      7 ;   -590 ;     18 ;      4 ;    307 ;    475 ;    644 ;      0 ;      0 ;
2014-07-20 02:00 ;    462 ;    116 ;    165 ;    113 ;    964 ;    152 ;   -486 ;    -72 ;    988 ;   -341 ;    448 ;      7 ;   -590 ;     18 ;      4 ;    306 ;    473 ;    643 ;      0 ;      0 ;
2014-07-20 02:05 ;    462 ;    123 ;    168 ;    115 ;    948 ;    149 ;   -645 ;    -80 ;   1182 ;   -370 ;    467 ;      7 ;   -590 ;     18 ;      4 ;    311 ;    459 ;    638 ;      0 ;      0 ;
2014-07-20 02:10 ;    467 ;    121 ;    158 ;    112 ;    944 ;    148 ;   -690 ;    -87 ;   1242 ;   -381 ;    470 ;      7 ;   -590 ;     18 ;      5 ;    312 ;    451 ;    641 ;      0 ;      0 ;
2014-07-20 02:15 ;    465 ;    120 ;    165 ;    113 ;    935 ;    154 ;   -726 ;    -94 ;   1296 ;   -382 ;    470 ;      7 ;   -590 ;     18 ;      5 ;    312 ;    444 ;    646 ;      0 ;      0 ;
2014-07-20 02:20 ;    461 ;    119 ;    163 ;    112 ;    944 ;    158 ;   -728 ;    -94 ;   1285 ;   -384 ;    470 ;      7 ;   -590 ;     18 ;      5 ;    309 ;    450 ;    652 ;      0 ;      0 ;
2014-07-20 02:25 ;    454 ;    118 ;    161 ;    113 ;    955 ;    160 ;   -728 ;    -94 ;   1280 ;   -386 ;    471 ;      7 ;   -590 ;     18 ;      5 ;    305 ;    453 ;    662 ;      0 ;      0 ;
2014-07-20 02:30 ;    451 ;    116 ;    165 ;    115 ;    943 ;    161 ;   -728 ;    -94 ;   1282 ;   -392 ;    470 ;      7 ;   -590 ;     18 ;      5 ;    305 ;    449 ;    655 ;      0 ;      0 ;
2014-07-20 02:35 ;    450 ;    119 ;    161 ;    112 ;    941 ;    162 ;   -728 ;    -94 ;   1293 ;   -396 ;    470 ;      8 ;   -589 ;     18 ;      5 ;    306 ;    452 ;    650 ;      0 ;      0 ;
2014-07-20 02:40 ;    454 ;    118 ;    169 ;    113 ;    930 ;    163 ;   -728 ;    -94 ;   1281 ;   -394 ;    470 ;      7 ;   -591 ;     17 ;      4 ;    308 ;    451 ;    642 ;      0 ;      0 ;
2014-07-20 02:45 ;    452 ;    117 ;    169 ;    115 ;    932 ;    153 ;   -728 ;    -94 ;   1289 ;   -396 ;    470 ;      7 ;   -590 ;     17 ;      3 ;    308 ;    441 ;    644 ;      0 ;      0 ;
2014-07-20 02:50 ;    460 ;    119 ;    164 ;    111 ;    915 ;    151 ;   -765 ;    -94 ;   1318 ;   -375 ;    470 ;      7 ;   -570 ;     17 ;      3 ;    313 ;    435 ;    631 ;      0 ;      0 ;
2014-07-20 02:55 ;    465 ;    118 ;    166 ;    112 ;    915 ;    149 ;   -803 ;    -73 ;   1292 ;   -337 ;    470 ;      6 ;   -533 ;     17 ;      4 ;    314 ;    435 ;    629 ;      0 ;      0 ;
2014-07-20 03:00 ;    452 ;    122 ;    166 ;    110 ;    913 ;    149 ;   -839 ;    -49 ;   1280 ;   -284 ;    452 ;      6 ;   -495 ;     18 ;      4 ;    314 ;    431 ;    631 ;      0 ;      0 ;
2014-07-20 03:05 ;    443 ;    132 ;    167 ;    111 ;    918 ;    157 ;   -873 ;    -25 ;   1264 ;   -239 ;    433 ;      5 ;   -456 ;     18 ;      4 ;    312 ;    432 ;    643 ;      0 ;      0 ;
2014-07-20 03:10 ;    437 ;    134 ;    168 ;    107 ;    920 ;    155 ;   -911 ;     -1 ;   1270 ;   -234 ;    431 ;      5 ;   -447 ;     17 ;      3 ;    311 ;    431 ;    644 ;      0 ;      0 ;
2014-07-20 03:15 ;    431 ;    131 ;    167 ;    105 ;    937 ;    148 ;   -942 ;     -1 ;   1265 ;   -192 ;    432 ;      6 ;   -421 ;     17 ;      3 ;    309 ;    432 ;    653 ;      0 ;      0 ;
2014-07-20 03:20 ;    432 ;    130 ;    161 ;    105 ;    938 ;    134 ;   -945 ;     -1 ;   1258 ;   -195 ;    432 ;      5 ;   -420 ;     17 ;      4 ;    309 ;    425 ;    648 ;      0 ;      0 ;
2014-07-20 03:25 ;    428 ;    132 ;    165 ;    105 ;    944 ;    129 ;   -946 ;     -1 ;   1261 ;   -191 ;    432 ;      5 ;   -421 ;     17 ;      4 ;    309 ;    420 ;    653 ;      0 ;      0 ;
2014-07-20 03:30 ;    425 ;    132 ;    165 ;    105 ;    944 ;    122 ;   -946 ;     -1 ;   1263 ;   -174 ;    431 ;      6 ;   -420 ;     17 ;      4 ;    311 ;    407 ;    659 ;      0 ;      0 ;
2014-07-20 03:35 ;    422 ;    131 ;    166 ;    107 ;    935 ;    116 ;   -946 ;     -1 ;   1259 ;   -173 ;    433 ;      5 ;   -421 ;     17 ;      3 ;    312 ;    400 ;    651 ;      0 ;      0 ;
2014-07-20 03:40 ;    417 ;    132 ;    164 ;    103 ;    937 ;    113 ;   -945 ;     -1 ;   1266 ;   -174 ;    433 ;      5 ;   -420 ;     17 ;      3 ;    312 ;    396 ;    653 ;      0 ;      0 ;
2014-07-20 03:45 ;    416 ;    130 ;    172 ;    105 ;    936 ;    107 ;   -945 ;     -1 ;   1262 ;   -174 ;    432 ;      5 ;   -420 ;     17 ;      3 ;    312 ;    393 ;    650 ;      0 ;      0 ;
2014-07-20 03:50 ;    416 ;    129 ;    167 ;    103 ;    942 ;     99 ;   -947 ;     -1 ;   1258 ;   -168 ;    431 ;      5 ;   -420 ;     17 ;      3 ;    312 ;    395 ;    646 ;      0 ;      0 ;
2014-07-20 03:55 ;    419 ;    128 ;    170 ;    103 ;    935 ;    101 ;   -947 ;     -1 ;   1256 ;   -114 ;    378 ;      5 ;   -420 ;     17 ;      3 ;    313 ;    391 ;    644 ;      0 ;      0 ;
2014-07-20 04:00 ;    417 ;    128 ;    169 ;    103 ;    946 ;    104 ;   -949 ;     -1 ;   1259 ;     13 ;    242 ;      5 ;   -421 ;     17 ;      3 ;    308 ;    402 ;    648 ;      0 ;      0 ;
2014-07-20 04:05 ;    416 ;    132 ;    167 ;    105 ;    939 ;    106 ;   -949 ;     -1 ;   1267 ;    136 ;    100 ;      6 ;   -421 ;     17 ;      3 ;    300 ;    397 ;    648 ;      0 ;      0 ;
2014-07-20 04:10 ;    405 ;    134 ;    167 ;    104 ;    939 ;    105 ;   -950 ;     -1 ;   1285 ;    188 ;     45 ;      6 ;   -422 ;     17 ;      3 ;    296 ;    388 ;    655 ;      0 ;      0 ;
2014-07-20 04:15 ;    403 ;    132 ;    168 ;    103 ;    938 ;    111 ;   -951 ;     -1 ;   1285 ;    181 ;     43 ;      6 ;   -421 ;     16 ;      3 ;    295 ;    394 ;    656 ;      0 ;      0 ;
2014-07-20 04:20 ;    398 ;    131 ;    167 ;    104 ;    923 ;    113 ;   -951 ;     -1 ;   1302 ;    163 ;     43 ;      6 ;   -421 ;     16 ;      3 ;    296 ;    385 ;    652 ;      0 ;      0 ;
2014-07-20 04:25 ;    400 ;    128 ;    161 ;    105 ;    921 ;    121 ;   -951 ;     -1 ;   1296 ;    149 ;     43 ;      7 ;   -421 ;     16 ;      4 ;    295 ;    397 ;    645 ;      0 ;      0 ;
2014-07-20 04:30 ;    397 ;    128 ;    164 ;    108 ;    922 ;    118 ;   -951 ;     -1 ;   1283 ;    151 ;     43 ;      6 ;   -420 ;     16 ;      4 ;    294 ;    396 ;    644 ;      0 ;      0 ;
2014-07-20 04:35 ;    392 ;    126 ;    163 ;    102 ;    922 ;    120 ;   -951 ;     -1 ;   1285 ;    146 ;     43 ;      6 ;   -421 ;     16 ;      4 ;    292 ;    395 ;    648 ;      0 ;      0 ;
2014-07-20 04:40 ;    398 ;    124 ;    173 ;    105 ;    924 ;    125 ;   -951 ;     -1 ;   1277 ;    149 ;     44 ;      5 ;   -421 ;     17 ;      4 ;    292 ;    399 ;    650 ;      0 ;      0 ;
2014-07-20 04:45 ;    405 ;    122 ;    165 ;    105 ;    911 ;    124 ;   -951 ;     -1 ;   1276 ;    144 ;     43 ;      5 ;   -422 ;     17 ;      4 ;    294 ;    405 ;    629 ;      0 ;      0 ;
2014-07-20 04:50 ;    405 ;    122 ;    167 ;    103 ;    914 ;    126 ;   -952 ;     -1 ;   1259 ;    144 ;     43 ;      4 ;   -414 ;     17 ;      3 ;    292 ;    412 ;    628 ;      0 ;      0 ;
2014-07-20 04:55 ;    398 ;    120 ;    170 ;    106 ;    921 ;    127 ;   -952 ;     -1 ;   1257 ;    149 ;     43 ;      4 ;   -404 ;     17 ;      3 ;    290 ;    417 ;    630 ;      0 ;      0 ;
2014-07-20 05:00 ;    404 ;    120 ;    160 ;    104 ;    903 ;    136 ;   -951 ;     -1 ;   1256 ;     62 ;    139 ;      4 ;   -398 ;     17 ;      2 ;    298 ;    426 ;    613 ;      0 ;      0 ;
