 1 Centrale kraftværker DK1
 2 Centrale kraftværker DK2
 3 Decentrale kraftværker DK1
 4 Decentrale kraftværker DK2
 5 Vindmøller DK1
 6 Vindmøller DK2
 7 Udveksling Jylland-Norge
 8 Udveksling Jylland-Sverige
 9 Udveksling Jylland-Tyskland
10 Udveksling Sjælland-Sverige
11 Udveksling Sjælland-Tyskland
12 Udveksling Bornholm-Sverige
13 Udveksling Fyn-Sjaelland
14 Temperatur i Malling
15 Vindhastighed i Malling
16 CO2 udledning
17 Havmøller DK
18 Landmøller DK
19 Solceller DK1
20 Solceller DK2
 
Dato og tid      ;      1 ;      2 ;      3 ;      4 ;      5 ;      6 ;      7 ;      8 ;      9 ;     10 ;     11 ;     12 ;     13 ;     14 ;     15 ;     16 ;     17 ;     18 ;     19 ;     20 ;
2014-12-05 02:25 ;   1254 ;    751 ;    286 ;    191 ;    865 ;    300 ;    803 ;     90 ;  -1409 ;    512 ;   -586 ;     14 ;    -27 ;      5 ;      6 ;    392 ;    639 ;    526 ;      0 ;      0 ;
2014-12-05 02:30 ;   1241 ;    766 ;    288 ;    187 ;    863 ;    301 ;    802 ;     90 ;  -1389 ;    507 ;   -585 ;     13 ;    -27 ;      5 ;      6 ;    392 ;    640 ;    523 ;      0 ;      0 ;
2014-12-05 02:35 ;   1236 ;    773 ;    284 ;    190 ;    862 ;    288 ;    802 ;     90 ;  -1382 ;    500 ;   -585 ;     12 ;    -27 ;      5 ;      5 ;    395 ;    637 ;    512 ;      0 ;      0 ;
2014-12-05 02:40 ;   1255 ;    768 ;    288 ;    189 ;    849 ;    285 ;    803 ;     90 ;  -1421 ;    518 ;   -585 ;     12 ;    -27 ;      5 ;      5 ;    398 ;    631 ;    503 ;      0 ;      0 ;
2014-12-05 02:45 ;   1269 ;    775 ;    287 ;    189 ;    868 ;    282 ;    802 ;     70 ;  -1409 ;    521 ;   -586 ;     13 ;    -27 ;      5 ;      5 ;    398 ;    635 ;    516 ;      0 ;      0 ;
2014-12-05 02:50 ;   1298 ;    767 ;    288 ;    188 ;    839 ;    265 ;    802 ;     40 ;  -1399 ;    526 ;   -586 ;     12 ;    -23 ;      5 ;      4 ;    404 ;    627 ;    478 ;      0 ;      0 ;
2014-12-05 02:55 ;   1328 ;    764 ;    288 ;    185 ;    837 ;    267 ;    802 ;     40 ;  -1407 ;    537 ;   -585 ;     13 ;    -20 ;      4 ;      6 ;    406 ;    624 ;    480 ;      0 ;      0 ;
2014-12-05 03:00 ;   1335 ;    761 ;    289 ;    191 ;    824 ;    263 ;    802 ;     40 ;  -1435 ;    567 ;   -586 ;     12 ;      0 ;      4 ;      7 ;    408 ;    621 ;    465 ;      0 ;      0 ;
2014-12-05 03:05 ;   1354 ;    754 ;    292 ;    188 ;    814 ;    255 ;    802 ;     40 ;  -1448 ;    583 ;   -586 ;     12 ;      0 ;      4 ;      6 ;    412 ;    609 ;    459 ;      0 ;      0 ;
2014-12-05 03:10 ;   1302 ;    747 ;    289 ;    187 ;    798 ;    258 ;    802 ;     40 ;  -1389 ;    600 ;   -586 ;     13 ;      0 ;      4 ;      4 ;    408 ;    610 ;    446 ;      0 ;      0 ;
2014-12-05 03:15 ;   1292 ;    738 ;    286 ;    189 ;    783 ;    250 ;    802 ;     40 ;  -1359 ;    613 ;   -585 ;     13 ;      0 ;      4 ;      6 ;    409 ;    605 ;    428 ;      0 ;      0 ;
2014-12-05 03:20 ;   1304 ;    743 ;    288 ;    190 ;    778 ;    249 ;    802 ;     76 ;  -1399 ;    605 ;   -586 ;     14 ;      0 ;      4 ;      5 ;    411 ;    604 ;    422 ;      0 ;      0 ;
2014-12-05 03:25 ;   1277 ;    740 ;    292 ;    186 ;    761 ;    243 ;    802 ;    126 ;  -1432 ;    610 ;   -585 ;     14 ;      0 ;      4 ;      6 ;    411 ;    594 ;    410 ;      0 ;      0 ;
2014-12-05 03:30 ;   1238 ;    741 ;    289 ;    182 ;    754 ;    247 ;    802 ;    170 ;  -1414 ;    622 ;   -585 ;     14 ;      0 ;      4 ;      4 ;    408 ;    588 ;    414 ;      0 ;      0 ;
2014-12-05 03:35 ;   1228 ;    739 ;    285 ;    188 ;    734 ;    234 ;    802 ;    169 ;  -1373 ;    633 ;   -585 ;     14 ;      0 ;      4 ;      5 ;    411 ;    574 ;    393 ;      0 ;      0 ;
2014-12-05 03:40 ;   1248 ;    740 ;    285 ;    186 ;    727 ;    224 ;    803 ;    170 ;  -1379 ;    635 ;   -586 ;     13 ;      0 ;      4 ;      4 ;    415 ;    570 ;    380 ;      0 ;      0 ;
2014-12-05 03:45 ;   1253 ;    745 ;    285 ;    191 ;    707 ;    226 ;    802 ;    169 ;  -1366 ;    622 ;   -586 ;     13 ;      0 ;      4 ;      5 ;    417 ;    569 ;    363 ;      0 ;      0 ;
2014-12-05 03:50 ;   1266 ;    745 ;    289 ;    184 ;    712 ;    220 ;    802 ;    169 ;  -1383 ;    640 ;   -585 ;     13 ;      0 ;      4 ;      6 ;    419 ;    567 ;    365 ;      0 ;      0 ;
2014-12-05 03:55 ;   1282 ;    738 ;    295 ;    190 ;    691 ;    205 ;    802 ;    169 ;  -1380 ;    655 ;   -586 ;     12 ;      0 ;      4 ;      5 ;    424 ;    549 ;    347 ;      0 ;      0 ;
2014-12-05 04:00 ;   1325 ;    739 ;    291 ;    187 ;    687 ;    213 ;    802 ;    169 ;  -1397 ;    650 ;   -586 ;     12 ;      0 ;      4 ;      4 ;    427 ;    557 ;    343 ;      0 ;      0 ;
2014-12-05 04:05 ;   1347 ;    737 ;    294 ;    190 ;    691 ;    210 ;    802 ;    169 ;  -1416 ;    661 ;   -586 ;     12 ;      0 ;      4 ;      5 ;    429 ;    564 ;    338 ;      0 ;      0 ;
2014-12-05 04:10 ;   1406 ;    737 ;    291 ;    188 ;    680 ;    201 ;    802 ;    170 ;  -1450 ;    680 ;   -586 ;     12 ;      0 ;      4 ;      5 ;    436 ;    545 ;    336 ;      0 ;      0 ;
2014-12-05 04:15 ;   1387 ;    730 ;    298 ;    192 ;    667 ;    199 ;    802 ;    169 ;  -1430 ;    694 ;   -585 ;     12 ;      0 ;      4 ;      4 ;    436 ;    541 ;    325 ;      0 ;      0 ;
2014-12-05 04:20 ;   1357 ;    731 ;    297 ;    190 ;    667 ;    193 ;    802 ;    169 ;  -1394 ;    690 ;   -585 ;     13 ;      0 ;      4 ;      4 ;    435 ;    536 ;    323 ;      0 ;      0 ;
2014-12-05 04:25 ;   1335 ;    732 ;    292 ;    186 ;    664 ;    195 ;    802 ;    239 ;  -1414 ;    705 ;   -586 ;     13 ;      0 ;      4 ;      4 ;    434 ;    533 ;    326 ;      0 ;      0 ;
2014-12-05 04:30 ;   1316 ;    729 ;    293 ;    186 ;    653 ;    187 ;    802 ;    249 ;  -1403 ;    712 ;   -585 ;     12 ;      0 ;      3 ;      4 ;    435 ;    531 ;    308 ;      0 ;      0 ;
2014-12-05 04:35 ;   1323 ;    732 ;    296 ;    188 ;    646 ;    175 ;    802 ;    249 ;  -1409 ;    734 ;   -586 ;     12 ;      0 ;      3 ;      3 ;    437 ;    525 ;    297 ;      0 ;      0 ;
2014-12-05 04:40 ;   1332 ;    730 ;    298 ;    187 ;    638 ;    170 ;    802 ;    249 ;  -1406 ;    736 ;   -586 ;     12 ;      0 ;      3 ;      5 ;    440 ;    520 ;    288 ;      0 ;      0 ;
2014-12-05 04:45 ;   1333 ;    729 ;    298 ;    191 ;    632 ;    164 ;    802 ;    248 ;  -1397 ;    750 ;   -586 ;     12 ;      0 ;      3 ;      4 ;    441 ;    516 ;    279 ;      0 ;      0 ;
2014-12-05 04:50 ;   1344 ;    725 ;    295 ;    190 ;    619 ;    154 ;    802 ;    248 ;  -1394 ;    766 ;   -586 ;     12 ;      0 ;      3 ;      4 ;    445 ;    510 ;    262 ;      0 ;      0 ;
2014-12-05 04:55 ;   1357 ;    733 ;    296 ;    187 ;    623 ;    147 ;    802 ;    248 ;  -1401 ;    766 ;   -585 ;     13 ;      0 ;      3 ;      3 ;    447 ;    515 ;    255 ;      0 ;      0 ;
2014-12-05 05:00 ;   1357 ;    737 ;    300 ;    189 ;    636 ;    136 ;    801 ;    278 ;  -1474 ;    850 ;   -586 ;     11 ;     58 ;      3 ;      4 ;    448 ;    511 ;    261 ;      0 ;      0 ;
2014-12-05 05:05 ;   1363 ;    743 ;    300 ;    187 ;    647 ;    132 ;    802 ;    278 ;  -1472 ;    865 ;   -586 ;     12 ;     67 ;      3 ;      4 ;    446 ;    511 ;    269 ;      0 ;      0 ;
2014-12-05 05:10 ;   1322 ;    740 ;    306 ;    190 ;    642 ;    124 ;    802 ;    278 ;  -1415 ;    874 ;   -586 ;     12 ;     65 ;      3 ;      3 ;    444 ;    503 ;    263 ;      0 ;      0 ;
2014-12-05 05:15 ;   1332 ;    743 ;    304 ;    190 ;    652 ;    128 ;    802 ;    278 ;  -1402 ;    871 ;   -585 ;     12 ;     62 ;      3 ;      3 ;    443 ;    511 ;    270 ;      0 ;      0 ;
2014-12-05 05:20 ;   1347 ;    746 ;    299 ;    190 ;    653 ;    127 ;    802 ;    278 ;  -1398 ;    906 ;   -586 ;     11 ;     65 ;      3 ;      3 ;    443 ;    510 ;    270 ;      0 ;      0 ;
2014-12-05 05:25 ;   1344 ;    761 ;    309 ;    190 ;    654 ;    132 ;    802 ;    278 ;  -1430 ;    918 ;   -586 ;     12 ;    105 ;      3 ;      3 ;    443 ;    505 ;    281 ;      0 ;      0 ;
2014-12-05 05:30 ;   1332 ;    772 ;    307 ;    189 ;    661 ;    125 ;    802 ;    278 ;  -1444 ;    970 ;   -586 ;     10 ;    137 ;      3 ;      3 ;    438 ;    509 ;    277 ;      0 ;      0 ;
2014-12-05 05:35 ;   1338 ;    768 ;    304 ;    189 ;    651 ;    133 ;    802 ;    278 ;  -1402 ;    986 ;   -586 ;     11 ;    130 ;      3 ;      4 ;    431 ;    511 ;    273 ;      0 ;      0 ;
2014-12-05 05:40 ;   1361 ;    769 ;    308 ;    190 ;    649 ;    122 ;    803 ;    279 ;  -1404 ;    991 ;   -586 ;     12 ;    127 ;      3 ;      3 ;    434 ;    509 ;    262 ;      0 ;      0 ;
2014-12-05 05:45 ;   1381 ;    760 ;    303 ;    189 ;    636 ;    126 ;    803 ;    279 ;  -1388 ;   1019 ;   -586 ;     12 ;    128 ;      3 ;      4 ;    433 ;    508 ;    254 ;      0 ;      0 ;
2014-12-05 05:50 ;   1414 ;    761 ;    308 ;    189 ;    630 ;    118 ;    803 ;    278 ;  -1413 ;   1062 ;   -586 ;     12 ;    139 ;      3 ;      4 ;    435 ;    506 ;    242 ;      0 ;      0 ;
2014-12-05 05:55 ;   1458 ;    757 ;    329 ;    190 ;    633 ;    118 ;    802 ;    279 ;  -1443 ;   1069 ;   -586 ;     13 ;    146 ;      3 ;      4 ;    440 ;    508 ;    243 ;      0 ;      0 ;
2014-12-05 06:00 ;   1548 ;    747 ;    347 ;    192 ;    634 ;    115 ;    802 ;    278 ;  -1400 ;    940 ;   -550 ;     14 ;     20 ;      3 ;      4 ;    450 ;    503 ;    246 ;      0 ;      0 ;
2014-12-05 06:05 ;   1652 ;    735 ;    389 ;    192 ;    626 ;    114 ;    802 ;    279 ;  -1433 ;    941 ;   -516 ;     16 ;      0 ;      3 ;      4 ;    455 ;    497 ;    243 ;      0 ;      0 ;
2014-12-05 06:10 ;   1707 ;    736 ;    396 ;    189 ;    625 ;    120 ;    802 ;    278 ;  -1446 ;    958 ;   -513 ;     17 ;      0 ;      3 ;      4 ;    457 ;    495 ;    250 ;      0 ;      0 ;
2014-12-05 06:15 ;   1719 ;    736 ;    404 ;    192 ;    626 ;    114 ;    802 ;    279 ;  -1429 ;   1006 ;   -513 ;     17 ;      0 ;      3 ;      4 ;    451 ;    493 ;    247 ;      0 ;      0 ;
2014-12-05 06:20 ;   1730 ;    730 ;    412 ;    193 ;    628 ;    112 ;    802 ;    279 ;  -1397 ;   1016 ;   -513 ;     18 ;      0 ;      3 ;      5 ;    447 ;    490 ;    249 ;      0 ;      0 ;
2014-12-05 06:25 ;   1743 ;    734 ;    436 ;    191 ;    625 ;    106 ;    802 ;    278 ;  -1388 ;   1061 ;   -513 ;     19 ;      0 ;      3 ;      4 ;    443 ;    482 ;    248 ;      0 ;      0 ;
2014-12-05 06:30 ;   1747 ;    745 ;    472 ;    189 ;    635 ;    103 ;    802 ;    279 ;  -1460 ;   1134 ;   -513 ;     17 ;     70 ;      3 ;      3 ;    442 ;    491 ;    247 ;      0 ;      0 ;
2014-12-05 06:35 ;   1677 ;    755 ;    493 ;    192 ;    632 ;    103 ;    802 ;    278 ;  -1445 ;   1235 ;   -513 ;     19 ;    149 ;      3 ;      3 ;    426 ;    486 ;    248 ;      0 ;      0 ;
2014-12-05 06:40 ;   1672 ;    770 ;    486 ;    192 ;    634 ;    100 ;    802 ;    279 ;  -1395 ;   1236 ;   -513 ;     21 ;    150 ;      3 ;      4 ;    423 ;    491 ;    243 ;      0 ;      0 ;
2014-12-05 06:45 ;   1699 ;    794 ;    501 ;    195 ;    631 ;    102 ;    802 ;    279 ;  -1400 ;   1264 ;   -513 ;     22 ;    150 ;      3 ;      4 ;    424 ;    487 ;    247 ;      0 ;      0 ;
2014-12-05 06:50 ;   1703 ;    816 ;    525 ;    189 ;    630 ;     97 ;    801 ;    278 ;  -1380 ;   1247 ;   -513 ;     23 ;    151 ;      3 ;      5 ;    426 ;    486 ;    241 ;      0 ;      0 ;
2014-12-05 06:55 ;   1726 ;    835 ;    600 ;    197 ;    634 ;     88 ;    803 ;    279 ;  -1457 ;   1267 ;   -513 ;     25 ;    150 ;      3 ;      5 ;    432 ;    488 ;    234 ;      0 ;      0 ;
2014-12-05 07:00 ;   1738 ;    846 ;    662 ;    216 ;    627 ;     83 ;    802 ;    279 ;  -1361 ;   1140 ;   -536 ;     25 ;     21 ;      3 ;      3 ;    437 ;    474 ;    236 ;      0 ;      0 ;
2014-12-05 07:05 ;   1733 ;    855 ;    677 ;    233 ;    631 ;     88 ;    802 ;    278 ;  -1272 ;   1166 ;   -561 ;     27 ;      0 ;      3 ;      3 ;    427 ;    474 ;    245 ;      0 ;      0 ;
2014-12-05 07:10 ;   1712 ;    864 ;    709 ;    247 ;    633 ;     90 ;    802 ;    278 ;  -1210 ;   1168 ;   -560 ;     26 ;      0 ;      3 ;      3 ;    420 ;    481 ;    242 ;      0 ;      0 ;
2014-12-05 07:15 ;   1724 ;    864 ;    712 ;    248 ;    630 ;     97 ;    802 ;    279 ;  -1188 ;   1203 ;   -561 ;     27 ;      0 ;      3 ;      4 ;    416 ;    492 ;    235 ;      0 ;      0 ;
2014-12-05 07:20 ;   1721 ;    866 ;    732 ;    247 ;    621 ;    100 ;    802 ;    278 ;  -1157 ;   1201 ;   -560 ;     27 ;      0 ;      3 ;      4 ;    413 ;    491 ;    230 ;      0 ;      0 ;
2014-12-05 07:25 ;   1757 ;    883 ;    728 ;    250 ;    623 ;    100 ;    802 ;    278 ;  -1221 ;   1246 ;   -561 ;     27 ;     47 ;      3 ;      5 ;    417 ;    492 ;    231 ;      0 ;      0 ;
2014-12-05 07:30 ;   1759 ;    875 ;    723 ;    248 ;    617 ;    101 ;    802 ;    278 ;  -1196 ;   1278 ;   -560 ;     27 ;     47 ;      3 ;      4 ;    412 ;    492 ;    226 ;      0 ;      0 ;
2014-12-05 07:35 ;   1785 ;    865 ;    727 ;    250 ;    615 ;    104 ;    802 ;    279 ;  -1205 ;   1275 ;   -561 ;     27 ;     47 ;      3 ;      4 ;    413 ;    490 ;    230 ;      0 ;      0 ;
2014-12-05 07:40 ;   1798 ;    870 ;    730 ;    247 ;    616 ;    108 ;    802 ;    278 ;  -1196 ;   1269 ;   -561 ;     28 ;     46 ;      3 ;      4 ;    413 ;    491 ;    232 ;      0 ;      0 ;
2014-12-05 07:45 ;   1807 ;    873 ;    740 ;    255 ;    596 ;    109 ;    802 ;    279 ;  -1194 ;   1281 ;   -561 ;     27 ;     46 ;      3 ;      5 ;    413 ;    483 ;    222 ;      0 ;      0 ;
2014-12-05 07:50 ;   1811 ;    866 ;    737 ;    275 ;    599 ;    113 ;    802 ;    278 ;  -1185 ;   1281 ;   -561 ;     28 ;     36 ;      3 ;      4 ;    412 ;    488 ;    223 ;      0 ;      0 ;
2014-12-05 07:55 ;   1831 ;    869 ;    742 ;    291 ;    598 ;    109 ;    802 ;    278 ;  -1173 ;   1248 ;   -561 ;     28 ;     26 ;      3 ;      4 ;    414 ;    482 ;    226 ;      0 ;      0 ;
2014-12-05 08:00 ;   1872 ;    870 ;    756 ;    296 ;    586 ;    108 ;    802 ;    278 ;  -1171 ;   1246 ;   -568 ;     30 ;      0 ;      3 ;      4 ;    417 ;    468 ;    226 ;      0 ;      0 ;
2014-12-05 08:05 ;   1915 ;    870 ;    763 ;    303 ;    580 ;    110 ;    802 ;    278 ;  -1200 ;   1261 ;   -574 ;     29 ;      0 ;      3 ;      4 ;    419 ;    458 ;    232 ;      0 ;      0 ;
2014-12-05 08:10 ;   1929 ;    872 ;    761 ;    308 ;    580 ;    102 ;    802 ;    279 ;  -1205 ;   1258 ;   -575 ;     31 ;      0 ;      3 ;      4 ;    420 ;    453 ;    229 ;      0 ;      0 ;
2014-12-05 08:15 ;   1930 ;    873 ;    774 ;    303 ;    579 ;    103 ;    802 ;    278 ;  -1189 ;   1262 ;   -575 ;     31 ;      0 ;      3 ;      4 ;    418 ;    449 ;    234 ;      0 ;      0 ;
2014-12-05 08:20 ;   1928 ;    878 ;    764 ;    302 ;    564 ;    111 ;    802 ;    278 ;  -1181 ;   1270 ;   -575 ;     27 ;      0 ;      3 ;      4 ;    418 ;    440 ;    235 ;      0 ;      0 ;
2014-12-05 08:25 ;   1933 ;    879 ;    770 ;    300 ;    563 ;    114 ;    802 ;    278 ;  -1178 ;   1257 ;   -575 ;     26 ;      0 ;      3 ;      4 ;    418 ;    436 ;    241 ;      0 ;      0 ;
2014-12-05 08:30 ;   1943 ;    880 ;    771 ;    304 ;    537 ;    110 ;    802 ;    278 ;  -1165 ;   1257 ;   -576 ;     24 ;      0 ;      3 ;      6 ;    421 ;    420 ;    228 ;      0 ;      0 ;
2014-12-05 08:35 ;   1960 ;    887 ;    777 ;    303 ;    502 ;    115 ;    802 ;    278 ;  -1166 ;   1252 ;   -575 ;     23 ;      0 ;      3 ;      5 ;    424 ;    395 ;    222 ;      0 ;      0 ;
2014-12-05 08:40 ;   1973 ;    891 ;    756 ;    300 ;    481 ;    113 ;    802 ;    279 ;  -1150 ;   1272 ;   -576 ;     23 ;      0 ;      3 ;      5 ;    424 ;    379 ;    216 ;      0 ;      0 ;
2014-12-05 08:45 ;   1983 ;    901 ;    750 ;    302 ;    454 ;    105 ;    802 ;    278 ;  -1145 ;   1266 ;   -575 ;     22 ;      0 ;      3 ;      4 ;    428 ;    358 ;    201 ;      0 ;      0 ;
2014-12-05 08:50 ;   1996 ;    902 ;    767 ;    300 ;    455 ;    112 ;    802 ;    279 ;  -1174 ;   1253 ;   -576 ;     21 ;      0 ;      3 ;      4 ;    431 ;    366 ;    201 ;      0 ;      0 ;
2014-12-05 08:55 ;   2008 ;    903 ;    764 ;    303 ;    430 ;    113 ;    802 ;    278 ;  -1170 ;   1261 ;   -576 ;     20 ;      0 ;      3 ;      4 ;    432 ;    347 ;    196 ;      0 ;      0 ;
2014-12-05 09:00 ;   2014 ;    902 ;    765 ;    305 ;    428 ;    113 ;    802 ;    278 ;  -1186 ;   1276 ;   -580 ;     18 ;      0 ;      3 ;      4 ;    432 ;    342 ;    199 ;      0 ;      0 ;
2014-12-05 09:05 ;   1982 ;    902 ;    766 ;    305 ;    434 ;    105 ;    802 ;    279 ;  -1180 ;   1305 ;   -585 ;     18 ;      0 ;      3 ;      3 ;    429 ;    355 ;    184 ;      0 ;      0 ;
2014-12-05 09:10 ;   1984 ;    906 ;    769 ;    304 ;    435 ;    108 ;    802 ;    278 ;  -1192 ;   1290 ;   -586 ;     18 ;      0 ;      3 ;      3 ;    431 ;    354 ;    189 ;      0 ;      0 ;
